location,species,num,start_date,start_time,start_temp_F,start_weather,end_date,end_time,end_temp_F,end_weather,sun_exposure,plant_location,lawn_dist_ft,bird_dist_ft,bird_type,building_dist_ft,road_dist_ft,tree_dist_ft,mw_density,nearby_mw_species,patch_diversity,patch_flowering,patch_native,num_mw_sp,total_mw_stems,tub_stems,syr_stems,inc_stems,cur_stems,100m_land_cover,250m_land_cover,250m_canopy,100m_canopy,250m_imperv_surf,100m_imperv_surf,height_cm,phenology,nearby_total,nearby_flowering,flower_identity,tallest_identity,tallest_height_cm,honeydew,sooty_mold,powdery_mildew,cat_age,cat_length_mm,cat_trt,cat_survival,cat_feeding,control_eaten,open_body_visible,interval_myzo,num_myzo,interval_nerii,num_nerii,myzo_leaf,nerii_leaf,interval_other_aphid,num_other_aphid,other_aphid_ID,interval_total_aphid,num_total_aphid,start_fly_poll,start_mite_herb,start_bug_herb,start_ant_pred,start_beetle_herb,start_spider_pred,start_mon_egg,start_mon_larv_herb,start_moth_poll,start_parasitoid,start_lb_pred,start_lb_larv_pred,start_beetle_larv_herb,start_lacewing_egg,start_lacewing_adult_poll,start_earwig_pred,start_tree_cricket_pred,start_katydid_nymph_herb,start_assassin_pred,start_misc_worm,start_wasp_pred,start_bee_poll,start_lacewing_larv_pred,start_fly_larv_pred,start_opiliones_pred,start_sb_pred,end_bee_poll,end_fly_poll,end_beetle_herb,end_lb_pred,end_ant_pred,end_bug_pred,end_bug_herb,end_mon_larv_herb,end_mon_egg,end_lacewing_egg,end_earwig_pred,end_misc_worm,end_moth_poll,end_beetle_larv_herb,end_lacewing_larv_pred,end_spider_pred,end_assassin_pred,end_unk_cat_herb,end_bush_cricket_pred,end_wasp_pred,end_lb_larv_pred,end_fly_larv_pred,end_opiliones_pred,end_tree_cricket_pred,end_sb_pred,end_parasitoid
AN,SYR,5,7/22/25,13:12,74,sunny,7/23/25,11:38,74,cloudy,partial,middle ,4,60,feeder,60,15,5,0,na,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,37,vegetative,6,1,Purple coneflower,Goldenrod,108,n,n,n,4,6,control ,n,0,"gone, but no holes in bag",n,<50,50,0,0,0,0,0,0,na,<50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,SYR,5,7/22/25,13:12,74,sunny,7/23/25,11:38,74,cloudy,partial,middle ,4,60,feeder,60,15,5,0,na,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,37,vegetative,6,1,Purple coneflower,Goldenrod,108,n,n,n,4,9,open,y,1,na,n,<50,50,0,0,0,0,0,0,na,<50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,INC,2,8/5/25,12:55,83,sunny,8/6/25,11:50,74,cloudy,shade,edge,2,25,feeder,1,50,10,2,INC,12,6,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,72,vegetative,4,0,na,Unknown,102,n,n,n,8,10,control,n,0,"y, by orange assassin bug nymph",n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AN,INC,2,8/5/25,12:55,83,sunny,8/6/25,11:50,74,cloudy,shade,edge,2,25,feeder,1,50,10,2,INC,12,6,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,72,vegetative,4,0,na,Unknown,102,n,n,n,8,9,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AN,SYR,2,8/5/25,12:45,82,sunny,8/6/25,11:48,74,cloudy,full,edge,0,70,feeder,70,20,8,0,na,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,96,fruiting,6,3,"Geranium, purple coneflower, brown-eyed susan",Purple coneflower,103,n,n,n,8,9,control,n,0,just gone,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
AN,SYR,2,8/5/25,12:45,82,sunny,8/6/25,11:48,74,cloudy,full,edge,0,70,feeder,70,20,8,0,na,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,96,fruiting,6,3,"Geranium, purple coneflower, brown-eyed susan",Purple coneflower,103,n,n,n,8,11,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
AN,SYR,3,8/5/25,12:45,82,sunny,8/6/25,11:53,74,cloudy,full ,edge,4,na,na,50,100,20,0,na,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,96,fruiting,2,1,Clover,Grass,64,n,n,n,8,10,control,y,1,na,n,<50,50,0,0,0,0,0,0,na,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,SYR,3,8/5/25,12:45,82,sunny,8/6/25,11:53,74,cloudy,full ,edge,3,na,na,50,100,20,0,na,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,96,fruiting,2,1,Clover,Grass,64,n,n,n,8,10,open,n,0,na,n,<50,50,0,0,0,0,0,0,na,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,1,6/24/25,10:11,83,sunny,25-Jun,10:20,80,sunny,partial,edge,3,20,birdhouse,25,60,15,1,INC,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,145,pre-flowering,3,0,na,Goldenrod,133,n,n,n,11,13,control ,y,2,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,1,6/24/25,10:11,83,sunny,25-Jun,10:20,80,sunny,partial,edge,3,20,birdhouse,25,60,15,1,INC,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,145,pre-flowering,3,0,na,Goldenrod,133,n,n,n,11,14,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,2,6/24/25,10:16,83,sunny,25-Jun,10:18,80,sunny,partial,edge,2,20,birdhouse,30,65,15,0,na,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,119,pre-flowering,6,0,na,boxelder ,168,n,n,n,11,10,control ,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
AW,INC,2,6/24/25,10:16,83,sunny,25-Jun,10:18,80,sunny,partial,edge,2,20,birdhouse,30,65,15,0,na,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,119,pre-flowering,6,0,na,boxelder ,168,n,n,n,11,11,open,y,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
AW,SYR,1,6/24/25,10:26,83,sunny,25-Jun,10:22,80,sunny,shade,edge,11,na,na,20,3,10,1,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,78,pre-flowering,2,1,Virginia waterleaf,Virginia waterleaf,27,n,n,n,11,11,control ,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,1,6/24/25,10:26,83,sunny,25-Jun,10:22,80,sunny,shade,edge,10,na,na,20,3,10,1,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,78,pre-flowering,2,1,Virginia waterleaf,Virginia waterleaf,27,n,n,n,11,10,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,2,6/24/25,10:30,83,sunny,25-Jun,10:24,80,sunny,shade,edge,13,na,na,20,0,8,2,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,104,flowering,3,0,na,Common milkweed,97,n,n,n,11,13,control ,y,2,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,2,6/24/25,10:30,83,sunny,25-Jun,10:24,80,sunny,shade,edge,12,na,na,20,0,8,2,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,104,flowering,3,0,na,Common milkweed,97,n,n,n,11,16,open,y,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,3,7/8/25,13:50,81,cloudy,7/9/25,12:10,77,cloudy,full ,edge,1,na,na,100,25,15,2,INC,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,45,vegetative,6,1,Clover,Grass,80,n,n,n,6,13,control ,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,3,7/8/25,13:50,81,cloudy,7/9/25,12:10,77,cloudy,full ,edge,0,na,na,100,25,15,2,INC,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,45,vegetative,6,1,Clover,Grass,80,n,n,n,6,10,open,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,4,7/8/25,13:55,81,cloudy,7/9/25,12:10,77,cloudy,full ,edge,1,na,na,100,25,15,0,na,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,32,vegetative,6,1,Clover,NE Aster,46,n,n,n,6,7,control ,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,4,7/8/25,13:55,81,cloudy,7/9/25,12:10,77,cloudy,full ,edge,0,na,na,100,25,15,0,na,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,32,vegetative,6,1,Clover,NE Aster,46,n,n,n,6,11,open,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,3,7/8/25,13:44,81,cloudy,7/9/25,12:07,77,cloudy,shade,middle,9,na,na,20,5,12,1,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,52,vegetative,5,0,na,Common milkweed,100,n,n,n,6,12,control ,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,3,7/8/25,13:44,81,cloudy,7/9/25,12:07,77,cloudy,shade,middle,8,na,na,20,5,12,1,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,52,vegetative,5,0,na,Common milkweed,100,n,n,n,6,6,open,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,4,7/8/25,13:46,81,cloudy,7/9/25,12:08,77,cloudy,full ,edge,1,na,na,30,20,10,0,na,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,71,pre-flowering,5,1,Clover,Zinnia,15,n,n,n,6,8,control ,y,0,na,n,<50,50,0,0,0,0,0,0,na,<50,50,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,4,7/8/25,13:46,81,cloudy,7/9/25,12:08,77,cloudy,full ,edge,0,na,na,30,20,10,0,na,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,71,pre-flowering,5,1,Clover,Zinnia,15,n,n,n,6,11,open,y,2,na,n,<50,50,0,0,0,0,0,0,na,<50,50,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,1,7/22/25,14:42,77,sunny,7/23/25,12:20,77,sunny,partial,edge,3,20,birdhouse,25,60,15,1,INC,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,140,flowering,4,0,na,Goldenrod,132,n,n,n,4,5,control ,y,2,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,1,7/22/25,14:42,77,sunny,7/23/25,12:20,77,sunny,partial,edge,3,20,birdhouse,25,60,15,1,INC,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,140,flowering,4,0,na,Goldenrod,132,n,n,n,4,10,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,5,7/22/25,14:36,77,sunny,7/23/25,12:22,77,sunny,full ,edge,0,25,birdhouse,20,60,15,0,na,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,66,vegetative,5,0,na,Goldenrod,130,n,n,n,4,8,control ,y,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,5,7/22/25,14:36,77,sunny,7/23/25,12:22,77,sunny,full ,edge,0,25,birdhouse,20,60,15,0,na,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,66,vegetative,5,0,na,Goldenrod,130,n,n,n,4,6,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,1,7/22/25,14:50,77,sunny,7/23/25,12:26,77,sunny,shade,edge,13,na,na,20,3,10,1,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,100,vegetative,4,0,na,Common milkweed,53,n,n,n,4,4,control ,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,1,7/22/25,14:50,77,sunny,7/23/25,12:26,77,sunny,shade,edge,12,na,na,20,3,10,1,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,100,vegetative,4,0,na,Common milkweed,53,n,n,n,4,6,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,5,7/22/25,14:46,77,sunny,7/23/25,12:23,77,sunny,full ,edge,0,20,birdhouse,30,20,15,2,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,54,pre-flowering,3,0,na,grass,28,n,n,n,4,6,control ,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,5,7/22/25,14:46,77,sunny,7/23/25,12:23,77,sunny,full ,edge,0,20,birdhouse,30,20,15,2,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,54,pre-flowering,3,0,na,grass,28,n,n,n,4,7,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,1,8/5/25,13:33,81,sunny,8/6/25,12:18,75,cloudy,partial,edge,3,20,birdhouse,25,60,15,1,INC,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,152,flowering,6,0,na,American aster,144,n,n,n,8,10,control,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,1,8/5/25,13:33,81,sunny,8/6/25,12:18,75,cloudy,partial,edge,3,20,birdhouse,25,60,15,1,INC,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,152,flowering,6,0,na,American aster,144,n,n,n,8,11,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,INC,3,8/5/25,13:45,81,sunny,8/6/25,12:21,75,cloudy,full ,edge,3,na,na,100,25,15,2,INC,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,15,vegetative,5,1,Clover,Grass,18,n,n,n,8,9,control,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AW,INC,3,8/5/25,13:45,81,sunny,8/6/25,12:21,75,cloudy,full ,edge,2,na,na,100,25,15,2,INC,19,9,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,15,vegetative,5,1,Clover,Grass,18,n,n,n,8,10,open,y,2,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AW,SYR,2,8/5/25,13:38,81,sunny,8/6/25,12:24,75,cloudy,shade,edge,15,na,na,20,0,8,2,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,97,vegetative,4,0,na,Common milkweed,95,n,n,n,8,11,control,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,2,8/5/25,13:38,81,sunny,8/6/25,12:24,75,cloudy,shade,edge,14,na,na,20,0,8,2,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,97,vegetative,4,0,na,Common milkweed,95,n,n,n,8,10,open,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,3,8/5/25,13:40,81,sunny,8/6/25,12:23,75,cloudy,shade,middle,11,na,na,20,5,12,1,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,60,vegetative,4,0,na,Common milkweed,66,n,n,n,8,9,control,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,SYR,3,8/5/25,13:40,81,sunny,8/6/25,12:23,75,cloudy,shade,middle,10,na,na,20,5,12,1,SYR,10,5,25,3,45,5,30,10,0,developed open space,developed open space,29.09,16.22,14.85,19.43,60,vegetative,4,0,na,Common milkweed,66,n,n,n,8,9,open,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH,INC,1,7/9/25,13:10,80,cloudy,7/10/25,14:18,81,sunny,partial,middle ,3,na,na,30,20,2,4,INC,16,5,25,3,32,10,0,15,7,developed low intensity,developed open space,34.95,31.37,11.91,19.03,99,flowering,8,0,na,Swamp milkweed,98,n,n,n,7,16,control,y,2,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH,INC,1,7/9/25,13:10,80,cloudy,7/10/25,14:18,81,sunny,partial,middle ,2,na,na,30,20,2,4,INC,16,5,25,3,32,10,0,15,7,developed low intensity,developed open space,34.95,31.37,11.91,19.03,99,flowering,8,0,na,Swamp milkweed,98,n,n,n,7,12,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH,INC,2,7/9/25,13:10,80,cloudy,7/10/25,14:21,81,sunny,partial,middle ,16,na,na,20,10,10,2,INC,16,5,25,3,32,10,0,15,7,developed low intensity,developed open space,34.95,31.37,11.91,19.03,102,post-flowering,4,1,Swamp milkweed,Swamp milkweed,107,n,n,n,7,10,control,y,3,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH,INC,2,7/9/25,13:10,80,cloudy,7/10/25,14:21,81,sunny,partial,middle ,15,na,na,20,10,10,2,INC,16,5,25,3,32,10,0,15,7,developed low intensity,developed open space,34.95,31.37,11.91,19.03,102,post-flowering,4,1,Swamp milkweed,Swamp milkweed,107,n,n,n,7,9,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH,INC,3,7/22/25,15:34,78,sunny,7/23/25,12:38,78,sunny,shade,middle ,21,na,na,25,10,10,2,INC,16,5,25,3,32,10,0,15,7,developed low intensity,developed open space,34.95,31.37,11.91,19.03,117,pre-flowering,1,0,na,Swamp milkweed,7,n,n,n,4,4,control ,y,1,na,n,0,0,200-500,500,0,0,0,0,na,200-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH,INC,3,7/22/25,15:34,78,sunny,7/23/25,12:38,78,sunny,shade,middle ,20,na,na,25,10,10,2,INC,16,5,25,3,32,10,0,15,7,developed low intensity,developed open space,34.95,31.37,11.91,19.03,117,pre-flowering,1,0,na,Swamp milkweed,7,n,n,n,4,7,open,n,0,na,n,0,0,200-500,500,0,0,0,0,na,200-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
